Flight_no,Departure_airport,Arrival_Airport,Aircraft,Flight_time,standard_Departure,Standard_arrival,Latitude,Longitude,Airline,time_block
LH2479,London (LHR),Munich (MUC),A321,4440,17:50,20:35,48.354,11.8,Lufthansa,20
VY6296,Rome (FCO),Munich (MUC),A320,4500,19:00,20:40,48.354,11.8,Vueling,22
LH1827,Bilbao (BIO),Munich (MUC),A320,6420,18:45,20:55,48.354,11.8,Lufthansa,20
LH2265,Marseille (MRS),Munich (MUC),CRJ9,4920,19:20,20:55,48.354,11.8,Lufthansa,20
LH2419,Stockholm (ARN),Munich (MUC),A321,5940,18:45,20:55,48.354,11.8,Lufthansa,20
LH2431,Gothenburg (GOT),Munich (MUC),A319,5040,19:05,20:55,48.354,11.8,Lufthansa,20
LH2445,Copenhagen (CPH),Munich (MUC),E190,4260,19:20,20:55,48.354,11.8,Lufthansa,20
LH1753,Athens (ATH),Munich (MUC),A321,7740,19:30,21:00,48.354,11.8,Lufthansa,20
LH1993,Cologne (CGN),Munich (MUC),A320,2640,19:55,21:00,48.354,11.8,Lufthansa,22
LH2401,Basel (BSL),Munich (MUC),CRJ9,2400,20:00,21:00,48.354,11.8,Lufthansa,20
LH1805,Madrid (MAD),Munich (MUC),A320,7320,18:35,21:05,48.354,11.8,Lufthansa,20
BA8215,Billund (BLL),Munich (MUC),J328,4320,19:25,21:05,48.354,11.8,British Airways,20
LH2163,Nurnberg (NUE),Munich (MUC),CRJ9,1800,20:25,21:05,48.354,11.8,Lufthansa,20
LH2171,Leipzig (LEJ),Munich (MUC),CRJ9,2280,20:10,21:05,48.354,11.8,Lufthansa,20
LH2049,Berlin (TXL),Munich (MUC),A319,2940,20:00,21:05,48.354,11.8,Lufthansa,20
LH2253,Lyon (LYS),Munich (MUC),CRJ9,3540,19:45,21:05,48.354,11.8,Lufthansa,22
LH2349,Graz (GRZ),Munich (MUC),CRJ9,2040,20:10,21:05,48.354,11.8,Lufthansa,20
AB6047,Dusseldorf (DUS),Munich (MUC),A320,2700,20:00,21:10,48.354,11.8,Air Berlin,22
LH120,Frankfurt (FRA),Munich (MUC),A321,1920,20:15,21:10,48.354,11.8,Lufthansa,20
EN8237,Venice (VCE),Munich (MUC),E190,2760,20:10,21:10,48.354,11.8,Air Dolomiti,20
LH2081,Hamburg (HAM),Munich (MUC),A320,3600,20:00,21:15,48.354,11.8,Lufthansa,22
LH1695,Prague (PRG),Munich (MUC),E190,1860,20:25,21:15,48.354,11.8,Lufthansa,22
LH2129,Dresden (DRS),Munich (MUC),CRJ9,2460,20:20,21:15,48.354,11.8,Lufthansa,22
LH2373,Zurich (ZRH),Munich (MUC),E190,2520,20:20,21:15,48.354,11.8,Lufthansa,22
HG2465,Funchal (FNC),Munich (MUC),A321,13680,16:20,21:20,48.354,11.8,Niki,22
LH2323,Luxembourg (LUX),Munich (MUC),CRJ9,3000,20:20,21:20,48.354,11.8,Lufthansa,22
LH2333,Vienna (VIE),Munich (MUC),A320,2460,20:25,21:20,48.354,11.8,Lufthansa,22
U26913,Edinburgh (EDI),Munich (MUC),A319,6780,18:05,21:20,48.354,11.8,EasyJet,22
LH2151,Stuttgart (STR),Munich (MUC),CRJ9,1440,20:40,21:25,48.354,11.8,Lufthansa,20
EN8253,Turin (TRN),Munich (MUC),E190,3360,20:15,21:25,48.354,11.8,Air Dolomiti,22
TK1637,Istanbul (IST),Munich (MUC),A320,8100,19:35,21:25,48.354,11.8,Turkish Airlines,22
LH2389,Geneva (GVA),Munich (MUC),CRJ9,2940,20:15,21:25,48.354,11.8,Air Dolomiti,20
U22071,London (LTN),Munich (MUC),A319,5220,18:10,21:05,48.354,11.8,EasyJet   ,22
U28985,London (LGW),Munich (MUC),A319,5040,18:30,21:25,48.354,11.8,EasyJet,22
SK659,Copenhagen (CPH),Munich (MUC),CRJ9,4260,19:55,21:30,48.354,11.8,SAS,22
LH1863,Milan (MXP),Munich (MUC),E190,2520,20:25,21:30,48.354,11.8,Lufthansa,22
LH2115,Bremen (BRE),Munich (MUC),A319,3420,20:15,21:25,48.354,11.8,Lufthansa,22
LH2181,Paderborn (PAD),Munich (MUC),CRJ9,2700,20:25,21:30,48.354,11.8,Lufthansa,22
LH2293,Brussels (BRU),Munich (MUC),CRJ9,3180,20:15,21:30,48.354,11.8,Lufthansa,22
BM1768,Southampton (SOU),Munich (MUC),E145,5340,18:50,21:35,48.354,11.8,BMI Regional,22
LH2057,Berlin (TXL),Munich (MUC),E190,3060,20:30,21:35,48.354,11.8,Lufthansa,22
LH1995,Cologne (CGN),Munich (MUC),CRJ9,2580,20:30,21:35,48.354,11.8,Lufthansa,22
LH2139,Munster (FMO),Munich (MUC),A319,3000,20:25,21:35,48.354,11.8,Lufthansa,22
LH2237,Paris (CDG),Munich (MUC),A320,3660,21:10,22:35,48.354,11.8,Lufthansa,22
LH1681,Budapest (BUD),Munich (MUC),CRJ9,3360,20:25,21:40,48.354,11.8,Lufthansa,22
AB6309,Hamburg (HAM),Munich (MUC),A320,2940,20:25,21:45,48.354,11.8,Air Berlin,22
LH2103,Hannover (HAJ),Munich (MUC),A319,2580,20:40,21:45,48.354,11.8,Lufthansa,22
HV9516,Berlin (SXF),Munich (MUC),B737,2820,21:05,22:20,48.354,11.8,Transavia,22
SU2594,Moscow (SVO),Munich (MUC),A320,10020,19:40,21:50,48.354,11.8,Aeroflot,22
LH2021,Dusseldorf (DUS),Munich (MUC),A319,2400,20:45,22:00,48.354,11.8,Lufthansa,22
LO375,Warsaw (WAW),Munich (MUC),E75S,4080,20:20,22:00,48.354,11.8,LOT,22
LH2051,Berlin (TXL),Munich (MUC),A319,2760,21:00,22:05,48.354,11.8,Lufthansa,22
HV9624,Alicante (ALC),Munich (MUC),B737,8220,16:00,18:25,48.354,11.8,Transavia,18
LH122,Frankfurt (FRA),Munich (MUC),A321,2160,21:15,22:10,48.354,11.8,Lufthansa,22
AB6049,Dusseldorf (DUS),Munich (MUC),A320,2640,21:05,22:15,48.354,11.8,Air Berlin,22
KL1801,Amsterdam (AMS),Munich (MUC),B738,3300,20:50,22:15,48.354,11.8,KLM,22
BM1758,Norrkoping (NRK),Munich (MUC),E145,5940,20:15,22:15,48.354,11.8,Brussels Airlines,22
LH2439,Copenhagen (CPH),Munich (MUC),CRJ9,3780,20:40,22:15,48.354,11.8,Lufthansa,22
IB3194,Madrid (MAD),Munich (MUC),A319,7320,19:50,22:20,48.354,11.8,Iberia,22
AF1122,Paris (CDG),Munich (MUC),A319,3840,21:00,22:30,48.354,11.8,Air France,22
DE513,Agadir (AGA),Munich (MUC),A320,12300,17:40,22:30,48.354,11.8,Avion Express,22
AB6127,Cologne (CGN),Munich (MUC),A320,2640,21:30,22:35,48.354,11.8,Air Berlin,22
LH2309,Amsterdam (AMS),Munich (MUC),CRJ9,3660,21:15,22:40,48.354,11.8,Lufthansa,22
DE1413,Fuerteventura (FUE),Munich (MUC),B753,14280,17:20,22:45,48.354,11.8,Condor,22
AB6211,Berlin (TXL),Munich (MUC),A320,2700,21:35,22:45,48.354,11.8,Air Berlin,0
BM1738,Brno (BRQ),Munich (MUC),E135,2820,21:45,22:50,48.354,11.8,BMI Regional,22
HV9324,Marrakesh (RAK),Munich (MUC),B737,12420,17:10,22:50,48.354,11.8,Transavia,22
ST6005,Pafos (PFO),Munich (MUC),A319,11880,20:25,23:15,48.354,11.8,Germania,22
EW1753,London (STN),Munich (MUC),A320,4620,20:30,23:15,48.354,11.8,Eurowings,22
EW1787,Palma de Mallorca (PMI),Munich (MUC),A320,7020,20:40,22:55,48.354,11.8,Eurowings,22
AB6311,Hamburg (HAM),Munich (MUC),A321,3060,21:40,23:00,48.354,11.8,Air Berlin,0
DE747,Antalya (AYT),Munich (MUC),B753,10140,20:50,23:10,48.354,11.8,Condor,0
LH2481,London (LHR),Munich (MUC),A319,4800,20:25,23:10,48.354,11.8,Lufthansa,0
HG2745,Palma de Mallorca (PMI),Munich (MUC),B738,6600,14:10,16:20,48.354,11.8,Niki,16
XG2882,Lanzarote (ACE),Munich (MUC),B738,14520,17:55,23:15,48.354,11.8,SunExpress Deutschland,0
BA958,London (LHR),Munich (MUC),A319,4620,20:30,23:25,48.354,11.8,British Airways,0
X32239,Las Palmas (LPA),Munich (MUC),B738,15120,17:55,23:25,48.354,11.8,TUI fly   ,0
EW6806,Palma de Mallorca (PMI),Munster (FMO),A320,8040,23:15,01:30,52.134,7.7,Eurowings,2
LH2138,Munich (MUC),Munster (FMO),A320,3120,18:40,19:50,52.134,7.7,Lufthansa,20
W26506,Stuttgart (STR),Munster (FMO),JS32,4320,19:20,20:40,52.134,7.7,AIS Airlines,20
LH68,Frankfurt (FRA),Munster (FMO),CRJ9,2100,21:20,22:10,52.134,7.7,Lufthansa,22
ST1081,Faro (FAO),Munster (FMO),A319,10980,18:45,23:00,52.134,7.7,Germania,0
LH2140,Munich (MUC),Munster (FMO),E190,3360,21:55,23:05,52.134,7.7,Lufthansa,0
XQ250,Antalya (AYT),Munster (FMO),B738,13140,20:25,23:15,52.134,7.7,SunExpress,0
ST9827,Fuerteventura (FUE),Munster (FMO),A321,15780,17:55,23:25,52.134,7.7,Germania,0
XG2844,Funchal (FNC),Nurnberg (NUE),B737,13740,11:15,16:30,49.499,11.1,SunExpress,16
ST7807,Fuerteventura (FUE),Nurnberg (NUE),B737,14460,19:45,01:15,49.499,11.1,Germania,0
XQ166,Antalya (AYT),Nurnberg (NUE),B738,10500,23:45,02:10,49.499,11.1,SunExpress,2
AB6770,Dusseldorf (DUS),Nurnberg (NUE),AT75,3240,06:20,07:20,49.499,11.1,Air Berlin,8
4U8060,Berlin (TXL),Nurnberg (NUE),A319,2280,06:40,07:40,49.499,11.1,Germanwings,8
EW5806,Vienna (VIE),Nurnberg (NUE),A320,2580,06:35,07:45,49.499,11.1,Eurowings,8
4U7056,Hamburg (HAM),Nurnberg (NUE),A319,2760,06:35,07:45,49.499,11.1,Germanwings,8
LH140,Frankfurt (FRA),Nurnberg (NUE),A319,1440,07:05,07:45,49.499,11.1,Lufthansa,8
4U9062,Dusseldorf (DUS),Nurnberg (NUE),A319,2220,16:20,17:20,49.499,11.1,Germanwings,18
LH2156,Munich (MUC),Nurnberg (NUE),CRJ9,1320,08:10,08:45,49.499,11.1,Lufthansa,8
KL1883,Amsterdam (AMS),Nurnberg (NUE),E190,3000,08:25,09:40,49.499,11.1,KLM Cityhopper,10
LX1188,Zurich (ZRH),Nurnberg (NUE),DH8D,2520,08:55,09:50,49.499,11.1,Austrian Airlines   ,10
AF1010,Paris (CDG),Nurnberg (NUE),E170,3420,08:40,10:00,49.499,11.1,HOP!,10
AB6413,Berlin (TXL),Nurnberg (NUE),DH8D,2400,09:00,10:05,49.499,11.1,Air Berlin,10
FR8119,London (STN),Nurnberg (NUE),B738,4680,07:35,10:15,49.499,11.1,Ryanair,10
TK1503,Istanbul (IST),Nurnberg (NUE),A320,8220,08:25,10:15,49.499,11.1,Turkish Airlines,10
HG7565,Palma de Mallorca (PMI),Nurnberg (NUE),A321,6540,08:25,10:35,49.499,11.1,Niki,10
ST7755,Palma de Mallorca (PMI),Nurnberg (NUE),B737,6900,08:35,11:00,49.499,11.1,Germania,10
LH142,Frankfurt (FRA),Nurnberg (NUE),CRJ9,1380,09:55,10:35,49.499,11.1,Lufthansa,10
FR8318,Rome (CIA),Nurnberg (NUE),B738,5340,09:00,10:45,49.499,11.1,Ryanair,10
AB6772,Dusseldorf (DUS),Nurnberg (NUE),AT75,3240,10:00,11:00,49.499,11.1,Mistral Air,12
ST7817,Rhodes (RHO),Nurnberg (NUE),A319,10080,08:20,10:30,49.499,11.1,Germania,10
XG2056,Heraklion (HER),Nurnberg (NUE),B738,9660,08:45,10:50,49.499,11.1,SunExpress,10
4U7054,Hamburg (HAM),Nurnberg (NUE),A319,2580,10:55,12:05,49.499,11.1,Germanwings,12
FR5505,Milan (BGY),Nurnberg (NUE),B738,3120,10:45,12:00,49.499,11.1,Ryanair,12
LH2158,Munich (MUC),Nurnberg (NUE),E190,1380,11:55,12:30,49.499,11.1,Lufthansa,12
W63369,Cluj-Napoca (CLJ),Nurnberg (NUE),A320,5400,11:55,12:45,49.499,11.1,Wizz Air,12
LX1190,Zurich (ZRH),Nurnberg (NUE),DH8D,2820,12:25,13:25,49.499,11.1,Austrian Airlines   ,14
KL1885,Amsterdam (AMS),Nurnberg (NUE),E75S,3120,12:35,13:50,49.499,11.1,KLM Cityhopper,14
LH144,Frankfurt (FRA),Nurnberg (NUE),A319,1500,13:15,13:55,49.499,11.1,Lufthansa,14
FR220,Budapest (BUD),Nurnberg (NUE),B738,3900,12:30,13:55,49.499,11.1,Ryanair,14
AF1210,Paris (CDG),Nurnberg (NUE),B462,4140,12:45,14:10,49.499,11.1,WDL Aviation,14
W64273,Tuzla (TZL),Nurnberg (NUE),A320,4440,12:40,14:20,49.499,11.1,Wizz Air,14
AB6776,Dusseldorf (DUS),Nurnberg (NUE),AT75,3420,14:25,15:25,49.499,11.1,Mistral Air,16
LH2160,Munich (MUC),Nurnberg (NUE),CRJ9,1260,15:15,15:50,49.499,11.1,Lufthansa,16
FR3503,Manchester (MAN),Nurnberg (NUE),B738,5580,13:00,16:05,49.499,11.1,Ryanair,16
EW7052,Hamburg (HAM),Nurnberg (NUE),A319,2820,14:45,15:55,49.499,11.1,Eurowings,16
HG7569,Palma de Mallorca (PMI),Nurnberg (NUE),A321,6660,14:15,16:25,49.499,11.1,Niki,16
SN2667,Brussels (BRU),Nurnberg (NUE),RJ1H,3120,15:25,16:35,49.499,11.1,BMI Regional,16
4U9064,Dusseldorf (DUS),Nurnberg (NUE),A319,2700,16:20,17:20,49.499,11.1,Germanwings,18
TK1505,Istanbul (IST),Nurnberg (NUE),B738,8400,15:45,17:35,49.499,11.1,Turkish Airlines,18
LH148,Frankfurt (FRA),Nurnberg (NUE),A319,1560,17:00,17:40,49.499,11.1,Lufthansa,18
KL1887,Amsterdam (AMS),Nurnberg (NUE),E75S,3540,16:30,17:40,49.499,11.1,KLM Cityhopper,18
AF1810,Paris (CDG),Nurnberg (NUE),E170,3480,16:35,18:00,49.499,11.1,HOP!,18
ST2257,Samos (SMI),Nurnberg (NUE),B737,9300,16:05,18:15,49.499,11.1,Germania,18
LX1192,Zurich (ZRH),Nurnberg (NUE),DH8D,2880,17:25,18:20,49.499,11.1,Austrian Airlines   ,18
AB6782,Dusseldorf (DUS),Nurnberg (NUE),DH8D,2760,17:35,18:35,49.499,11.1,Air Berlin,20
AB6421,Berlin (TXL),Nurnberg (NUE),DH8D,2400,17:40,18:45,49.499,11.1,Air Berlin,20
LH2162,Munich (MUC),Nurnberg (NUE),CRJ9,1380,19:10,19:45,49.499,11.1,Lufthansa,20
4U8062,Berlin (TXL),Nurnberg (NUE),A319,2220,18:20,19:20,49.499,11.1,Germanwings,20
4U7050,Hamburg (HAM),Nurnberg (NUE),A319,2820,19:10,20:20,49.499,11.1,Germanwings,20
4U9066,Dusseldorf (DUS),Nurnberg (NUE),A319,2460,19:25,20:25,49.499,11.1,Germanwings,20
EW5808,Vienna (VIE),Nurnberg (NUE),A320,2760,19:25,20:35,49.499,11.1,Eurowings,20
BM1427,Birmingham (BHX),Nurnberg (NUE),E145,5100,18:20,21:05,49.499,11.1,BMI Regional,22
ST6547,Funchal (FNC),Nurnberg (NUE),A319,14760,15:55,21:10,49.499,11.1,Germania,22
LX1196,Zurich (ZRH),Nurnberg (NUE),DH8D,2580,21:05,22:00,49.499,11.1,Swiss,22
AF1310,Paris (CDG),Nurnberg (NUE),B462,3660,20:45,22:10,49.499,11.1,Air France,22
FR8117,London (STN),Nurnberg (NUE),B738,4380,19:30,22:10,49.499,11.1,Ryanair,22
KL1891,Amsterdam (AMS),Nurnberg (NUE),E190,2940,21:15,22:30,49.499,11.1,KLM Cityhopper,22
AB6425,Berlin (TXL),Nurnberg (NUE),DH8D,2520,21:35,22:40,49.499,11.1,Air Berlin,0
LH150,Frankfurt (FRA),Nurnberg (NUE),A319,1620,22:05,22:45,49.499,11.1,Lufthansa,22
FR8515,Porto (OPO),Nurnberg (NUE),B738,9060,19:20,23:10,49.499,11.1,Ryanair,22
FR8813,Malaga (AGP),Nurnberg (NUE),B738,9720,20:20,23:30,49.499,11.1,Ryanair,0
XQ368,Antalya (AYT),Paderborn (PAD),B738,12000,21:40,00:30,51.614,8.6,SunExpress,0
EW6808,Palma de Mallorca (PMI),Paderborn (PAD),A320,7680,23:15,01:30,51.614,8.6,Germanwings,2
LH2176,Munich (MUC),Paderborn (PAD),CRJ9,2760,07:40,08:40,51.614,8.6,Lufthansa,8
LH362,Frankfurt (FRA),Paderborn (PAD),CRJ9,1380,10:25,11:10,51.614,8.6,Lufthansa,12
LH2178,Munich (MUC),Paderborn (PAD),CRJ9,3120,11:35,12:35,51.614,8.6,Lufthansa,12
HG7641,Palma de Mallorca (PMI),Paderborn (PAD),A321,7500,11:10,13:30,51.614,8.6,Niki,14
HG7643,Palma de Mallorca (PMI),Paderborn (PAD),A321,7320,15:45,18:10,51.614,8.6,Niki,18
LH2180,Munich (MUC),Paderborn (PAD),CRJ9,2820,18:50,19:50,51.614,8.6,Lufthansa,20
LH2182,Munich (MUC),Paderborn (PAD),CRJ9,2760,21:55,22:55,51.614,8.6,Lufthansa,0
AB6478,Berlin (TXL),Saarbrucken (SCN),DH8D,4200,08:45,10:10,49.214,7.1,Air Berlin,10
LG9562,Hamburg (HAM),Saarbrucken (SCN),DH8D,3600,09:00,10:20,49.214,7.1,Luxair,10
X32693,Palma de Mallorca (PMI),Saarbrucken (SCN),B738,5520,09:30,11:40,49.214,7.1,TUI fly,12
AB6484,Berlin (TXL),Saarbrucken (SCN),DH8D,2820,13:00,14:25,49.214,7.1,Air Berlin,14
HG7709,Palma de Mallorca (PMI),Saarbrucken (SCN),B737,6360,15:30,17:30,49.214,7.1,Niki,18
AB6482,Berlin (TXL),Saarbrucken (SCN),DH8D,4020,17:10,18:35,49.214,7.1,Air Berlin,20
XQ126,Antalya (AYT),Saarbrucken (SCN),B738,13080,16:25,19:15,49.214,7.1,SunExpress,20
LG9564,Hamburg (HAM),Saarbrucken (SCN),DH8D,4200,19:55,21:15,49.214,7.1,Luxair,22
X34793,Heraklion (HER),Saarbrucken (SCN),B738,11700,19:45,22:15,49.214,7.1,TUI fly Deutschland,22
AB6480,Berlin (TXL),Saarbrucken (SCN),DH8D,3720,21:00,22:25,49.214,7.1,Air Berlin,22
4U3001,Berlin (TXL),Stuttgart (STR),A319,2880,00:20,01:30,48.69,9.2,Germanwings,2
AB6832,Dusseldorf (DUS),Stuttgart (STR),AT75,2460,06:20,07:20,48.69,9.2,Air Berlin,8
T741,Lyon (LYS),Stuttgart (STR),B190,4200,06:15,07:35,48.69,9.2,Twin Jet,8
LX1164,Zurich (ZRH),Stuttgart (STR),DH8D,1500,07:05,07:45,48.69,9.2,Austrian Airlines   ,8
LH126,Frankfurt (FRA),Stuttgart (STR),A320,1200,07:05,07:45,48.69,9.2,Lufthansa,8
AB6531,Berlin (TXL),Stuttgart (STR),A320,2820,06:40,07:50,48.69,9.2,Air Berlin,8
4U8000,Berlin (TXL),Stuttgart (STR),A319,3540,06:40,07:55,48.69,9.2,Germanwings,8
OS241,Graz (GRZ),Stuttgart (STR),DH8D,3780,06:40,07:55,48.69,9.2,Austrian Airlines,8
EW7046,Hamburg (HAM),Stuttgart (STR),A320,3660,06:30,07:45,48.69,9.2,Eurowings,8
W26501,Munster (FMO),Stuttgart (STR),JS32,3360,07:00,08:20,48.69,9.2,AIS Airlines,8
OS177,Vienna (VIE),Stuttgart (STR),E190,3240,07:20,08:35,48.69,9.2,Austrian Airlines,8
EW7030,Hamburg (HAM),Stuttgart (STR),A320,4320,07:20,08:35,48.69,9.2,Eurowings,8
4U8010,Berlin (TXL),Stuttgart (STR),A320,3660,07:35,08:50,48.69,9.2,Germanwings,8
DL116,Atlanta (ATL),Stuttgart (STR),B764,30360,17:50,08:55,48.69,9.2,Delta Air Lines,8
4U2031,Bremen (BRE),Stuttgart (STR),A319,2820,07:55,09:00,48.69,9.2,Germanwings,8
LH2144,Munich (MUC),Stuttgart (STR),CRJ9,1680,08:15,09:00,48.69,9.2,Lufthansa,8
JU340,Belgrade (BEG),Stuttgart (STR),B733,5160,07:15,09:00,48.69,9.2,Aviolet,8
4U2025,Dresden (DRS),Stuttgart (STR),A319,2640,08:10,09:10,48.69,9.2,Germanwings,8
4U2821,Milan (MXP),Stuttgart (STR),A319,2460,11:55,12:55,48.69,9.2,Germanwings,14
KL1867,Amsterdam (AMS),Stuttgart (STR),E190,2940,08:00,09:15,48.69,9.2,KLM Cityhopper,10
EW2161,Brussels (BRU),Stuttgart (STR),A320,2700,08:15,09:20,48.69,9.2,Eurowings,10
EW2053,Hannover (HAJ),Stuttgart (STR),A319,2700,08:20,09:20,48.69,9.2,Eurowings   ,10
4U2075,Leipzig (LEJ),Stuttgart (STR),A319,2160,08:25,09:25,48.69,9.2,Germanwings,10
AB6535,Berlin (TXL),Stuttgart (STR),A320,3060,08:20,09:30,48.69,9.2,Air Berlin,10
SK657,Copenhagen (CPH),Stuttgart (STR),CRJ9,4020,08:05,09:35,48.69,9.2,SAS,10
4U2045,Hamburg (HAM),Stuttgart (STR),A319,3480,08:25,09:40,48.69,9.2,Germanwings,10
4U2015,Berlin (TXL),Stuttgart (STR),A319,3720,08:30,09:45,48.69,9.2,Germanwings,12
TK1701,Istanbul (IST),Stuttgart (STR),A321,8460,07:50,09:45,48.69,9.2,Turkish Airlines,10
EW2759,Vienna (VIE),Stuttgart (STR),A320,3660,08:45,09:55,48.69,9.2,Eurowings,10
BE7121,Birmingham (BHX),Stuttgart (STR),DH8D,6000,07:00,09:50,48.69,9.2,Flybe,10
4U2249,Osijek (OSI),Stuttgart (STR),A319,4740,08:55,10:35,48.69,9.2,Germanwings,10
EW2781,Budapest (BUD),Stuttgart (STR),A319,4200,08:35,10:00,48.69,9.2,Eurowings,10
LH128,Frankfurt (FRA),Stuttgart (STR),A320,1200,09:25,10:05,48.69,9.2,Lufthansa,10
AB6834,Dusseldorf (DUS),Stuttgart (STR),AT75,660,09:40,10:40,48.69,9.2,Air Berlin,10
LX1176,Zurich (ZRH),Stuttgart (STR),DH8D,1440,09:35,10:20,48.69,9.2,Austrian Airlines   ,10
AF1408,Paris (CDG),Stuttgart (STR),E190,2520,09:05,10:20,48.69,9.2,HOP!,10
EW2735,Krakow (KRK),Stuttgart (STR),A319,4560,16:30,18:10,48.69,9.2,Eurowings,18
KL1869,Amsterdam (AMS),Stuttgart (STR),F70,3000,09:20,10:30,48.69,9.2,KLM Cityhopper,10
BA918,London (LHR),Stuttgart (STR),A319,4800,07:55,10:35,48.69,9.2,British Airways,12
A3808,Athens (ATH),Stuttgart (STR),A320,8640,15:00,16:45,48.69,9.2,Aegean Airlines,18
X32715,Palma de Mallorca (PMI),Stuttgart (STR),B738,6300,14:25,16:35,48.69,9.2,TUI fly,16
EW2529,Barcelona (BCN),Stuttgart (STR),A320,5460,12:40,14:40,48.69,9.2,Eurowings,16
X32917,Ibiza (IBZ),Stuttgart (STR),B738,6720,20:35,22:40,48.69,9.2,TUI fly,22
DE1525,Palma de Mallorca (PMI),Stuttgart (STR),A320,6240,09:05,11:10,48.69,9.2,Avion Express,12
IB3664,Madrid (MAD),Stuttgart (STR),A320,6600,09:00,11:25,48.69,9.2,Iberia Express,12
EL252,Thessaloniki (SKG),Stuttgart (STR),A319,7260,10:00,11:30,48.69,9.2,Ellinair,12
AB6537,Berlin (TXL),Stuttgart (STR),A320,2880,10:30,11:40,48.69,9.2,Air Berlin,12
4U2463,London (LHR),Stuttgart (STR),A319,4380,09:10,11:45,48.69,9.2,Germanwings,12
EW7040,Hamburg (HAM),Stuttgart (STR),A319,3540,11:00,12:15,48.69,9.2,Eurowings,12
TK1703,Heraklion (HER),Stuttgart (STR),B738,10320,11:45,13:55,48.69,9.2,Turkish Airlines,14
X34715,Heraklion (HER),Stuttgart (STR),B738,10560,11:45,13:55,48.69,9.2,TUI fly,14
LH2146,Munich (MUC),Stuttgart (STR),CRJ9,1800,11:40,12:25,48.69,9.2,Lufthansa,12
TK1743,Istanbul (SAW),Stuttgart (STR),A320,10260,10:25,12:35,48.69,9.2,Turkish Airlines,12
XG3264,Varna (VAR),Stuttgart (STR),B738,7680,08:00,09:35,48.69,9.2,SunExpress,12
X34707,Rhodes (RHO),Stuttgart (STR),B738,10620,19:55,22:15,48.69,9.2,TUI fly,22
4U2421,Nice (NCE),Stuttgart (STR),A319,3780,17:10,18:35,48.69,9.2,Germanwings,18
SU2336,Moscow (SVO),Stuttgart (STR),A321,10860,11:00,13:20,48.69,9.2,Aeroflot,14
LX1168,Zurich (ZRH),Stuttgart (STR),BCS1,1560,12:35,13:20,48.69,9.2,Austrian Airlines,14
LH130,Frankfurt (FRA),Stuttgart (STR),A319,1200,12:50,13:30,48.69,9.2,Lufthansa,14
PC969,Istanbul (SAW),Stuttgart (STR),A320,8700,11:10,13:30,48.69,9.2,Pegasus Airlines,12
EW2057,Hannover (HAJ),Stuttgart (STR),A320,2760,12:40,13:40,48.69,9.2,Eurowings,14
4U2001,Berlin (TXL),Stuttgart (STR),A319,2760,12:20,13:35,48.69,9.2,Germanwings,14
KL1873,Amsterdam (AMS),Stuttgart (STR),F70,2880,12:30,13:40,48.69,9.2,KLM Cityhopper,14
XQ150,Antalya (AYT),Stuttgart (STR),B738,10680,11:15,13:50,48.69,9.2,SunExpress,14
ST2207,Pafos (PFO),Stuttgart (STR),A319,13020,11:05,13:50,48.69,9.2,Germania,14
XQ972,Izmir (ADB),Stuttgart (STR),B738,9360,11:50,13:55,48.69,9.2,SunExpress,14
SK1633,Stockholm (ARN),Stuttgart (STR),CRJ9,6240,09:00,11:15,48.69,9.2,SAS,12
AB6545,Berlin (TXL),Stuttgart (STR),A320,2940,13:15,14:25,48.69,9.2,Air Berlin   ,14
AF1508,Paris (CDG),Stuttgart (STR),E170,2820,12:50,14:05,48.69,9.2,HOP!,14
VY1866,Barcelona (BCN),Stuttgart (STR),A321,6780,12:10,14:15,48.69,9.2,Vueling,14
EW2825,Olbia (OLB),Stuttgart (STR),A320,4800,13:25,15:05,48.69,9.2,Eurowings   ,16
DE833,Antalya (AYT),Stuttgart (STR),A320,10380,11:10,13:40,48.69,9.2,Condor,14
EW2885,Rome (FCO),Stuttgart (STR),A319,4620,16:35,18:15,48.69,9.2,Eurowings,18
EW2861,Naples (NAP),Stuttgart (STR),A319,5580,20:55,22:45,48.69,9.2,Eurowings,22
AB6838,Dusseldorf (DUS),Stuttgart (STR),AT75,420,13:50,14:50,48.69,9.2,Air Berlin,14
EW2597,Palma de Mallorca (PMI),Stuttgart (STR),A320,5760,12:45,14:50,48.69,9.2,Eurowings,14
4U2683,Thessaloniki (SKG),Stuttgart (STR),A319,8100,14:15,15:35,48.69,9.2,Germanwings,16
4U2819,Catania (CTA),Stuttgart (STR),A319,3360,09:55,12:10,48.69,9.2,Germanwings,12
AB6551,Berlin (TXL),Stuttgart (STR),A320,2580,14:05,15:15,48.69,9.2,Air Berlin,14
4U2965,Split (SPU),Stuttgart (STR),A319,4800,14:20,15:50,48.69,9.2,Germanwings,16
4U2689,Kavala (KVA),Stuttgart (STR),A319,7560,20:25,21:55,48.69,9.2,Germanwings,22
U23389,Venice (VCE),Stuttgart (STR),A319,3720,15:00,16:20,48.69,9.2,EasyJet,16
FR3246,Manchester (MAN),Stuttgart (STR),B738,5100,12:25,15:20,48.69,9.2,Ryanair,16
4U8004,Berlin (TXL),Stuttgart (STR),A319,3300,15:10,16:25,48.69,9.2,Germanwings,16
